ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
test-20	Antonio di Filippo di Lorenzo Niccolini (Florence, 1701--1769) was an Italian abbot, jurist and scholar, who was considered one of the leading figures of eighteenth-century Tuscany. He was born into a noble Florentine family, the youngest child of Filippo, third Marquess of Ponsacco and Camugliano, and was a relative of the Pope.	He	182	Antonio di Filippo di Lorenzo Niccolini	0	TRUE	Filippo	248	FALSE	http://en.wikipedia.org/wiki/Antonio_Niccolini_(abbot)
development-76	At least one band member wrote every song on the album. Josh Osborne, Shane McAnally, and Dann Huff served as producers. Allmusic reviewer Stephen Thomas Erlewine rated the album 4 out of 5 stars, comparing its sound favorably to Alabama and Dwight Yoakam. He also stated that ``the three members construct sturdy songs with a shimmering surface to match.''	He	257	Stephen Thomas Erlewine	139	TRUE	Dwight Yoakam	242	FALSE	http://en.wikipedia.org/wiki/On_the_Rocks_(Midland_album)
development-1972	The first series began in April 2016 and returned for a second series in January 2016 and will return for a third series, beginning on 31 December 2016. On 18 June 2015, Humes was confirmed as a new co-host of The Xtra Factor, replacing Sarah-Jane Crawford. She hosted the twelfth series with her Sweat the Small Stuff co-star Melvin Odoom in 2015.	She	258	Humes	170	TRUE	Sarah-Jane Crawford	237	FALSE	http://en.wikipedia.org/wiki/Rochelle_Humes
test-669	However, after Korra was incapacitated and nearly rendered powerless by an enemy Amon, leader of a subversive movement who specialized in taking away the bending abilities of people, she revealed to Tenzin her deep-seated fears of Amon, crying on Tenzin's shoulder. Tenzin offered her comfort and a higher level of trust was established between the two. Later when Republic City came under attack from Amon's forces, Tenzin, his wife and their children were ultimately captured by Amon and were facing the real prospect of losing their bending when they were rescued by Korra and Mako.	his	425	Amon	481	FALSE	Mako	580	FALSE	http://en.wikipedia.org/wiki/Tenzin_(The_Legend_of_Korra)
development-1952	Lily Allen recorded a parody of ``Window Shopper'' called ``Nan, You're a Window Shopper'', about her grandmother.	her	98	Nan	60	FALSE	Window Shopper	74	FALSE	http://en.wikipedia.org/wiki/Window_Shopper
test-1784	She then repeated her performance for the broadcast audience, launching a series of some 500 appearances in programmes designed to entertain the troops. In addition to radio work, Clark frequently toured the United Kingdom with fellow child performer Julie Andrews. Clark became known as ``Britain's Shirley Temple,'' and she was considered a mascot by the British Army, whose troops plastered her photos on their tanks for good luck as they advanced into battle.	she	322	Clark	266	TRUE	Shirley Temple	300	FALSE	http://en.wikipedia.org/wiki/Petula_Clark
test-1926	Pulitzer Prize-winning film critic, journalist, and screenwriter Martin Ebon -- author of non-fiction books from the paranormal to politics Charles Follen -- poet and patriot Cornelia Funke -- author Bob Gretz -- award-winning sportswriter and broadcaster Geoffrey Hartman -- literary theorist Ursula Hegi -- novelist Patricia Highsmith -- novelist known for her psychological thrillers Friedrich Hirth -- sinologue Stephen King - author Chuck Klosterman -- writer Siegfried Kracauer -- film historian, sociologist and author Herbert Arthur Krause -- historian Fritz Leiber -- science fiction writer Walter Lippman -- writer, journalist, and political commentator H. L. Mencken -- journalist Henry Miller -- writer and painter Anna Balmer Myers -- author of Mennonite (Pennsylvania Dutch) novels Oswald Ottendorfer -- journalist associated with the development of the German-language New Yorker Staats-Zeitung into a major newspaper Sylvia Plath -- poet, novelist, and short story writer Joseph Pulitzer -- publisher best known for posthumously establishing the Pulitzer Prizes and for originating yellow journalism Erich Maria Remarque --	her	359	Ursula Hegi	294	FALSE	Patricia Highsmith	318	TRUE	http://en.wikipedia.org/wiki/List_of_German_Americans
development-828	He married Bernadine Mary Belliveau in 1940. Bourque entered provincial politics in 1953 when he was elected in the dual-member Yarmouth County riding with Progressive Conservative William Heartz Brown. Both Bourque and Brown were defeated when they ran for re-election in 1956, losing to Liberals Willard O'Brien and Eric Spinney. Following his political career, Bourque moved to Ohio and was employed at the estate of Cyrus S. Eaton.	his	342	Eric Spinney	318	FALSE	Bourque	364	TRUE	http://en.wikipedia.org/wiki/Raymond_Z._Bourque
validation-357	This causes Eva to storm off angrily, confirming Sachs's suspicion that she has fallen in love with Walther. Eva is intercepted by Magdalena, who informs her that Beckmesser is coming to serenade her. Eva, determined to search for Walther, tells Magdalena to pose as her (Eva) at the bedroom window.	her	267	Eva	201	TRUE	Magdalena	246	FALSE	http://en.wikipedia.org/wiki/Die_Meistersinger_von_N%C3%BCrnberg
development-1675	Tina Charles of TV Guide also welcomed the character back, and enjoyed how Ellen's initial reaction to Dean Winchester--hugging and then slapping him--was ``very much in character''. Regarding the character's death, Charles noted that ``when Ellen went down in 'Abandon All Hope' like she did, I felt it.	she	285	Charles	216	FALSE	Ellen	242	TRUE	http://en.wikipedia.org/wiki/Ellen_Harvelle
development-1237	Anastasia (portrayed by Addison Holley) is first introduced in ``Welcome back Dusker'' as a little girl who is after Ethan and Sarah because vampires are being attacked by an ominous green mist later identified by Benny as, ``The Breath of Death''. She initially accuses Ethan of being the one behind the vampire attacks as he is a known vampire hunter and because vampires sent by the Council to retrieve his love interest Sarah were killed in his garden.	She	249	Anastasia	0	TRUE	Sarah	127	FALSE	http://en.wikipedia.org/wiki/List_of_My_Babysitter's_a_Vampire_characters
test-1384	The band was formed in 1996 by R.E.M.'s Peter Buck (guitar), Barrett Martin of the Screaming Trees (drums and percussion), Justin Harwood of Luna and The Chills (bass guitar, double bass), and Skerik of Critters Buggin (saxophones). The band was named, at Harwood's suggestion, after a reptile from his native New Zealand.	his	299	Barrett Martin	61	FALSE	Justin Harwood	123	TRUE	http://en.wikipedia.org/wiki/Tuatara_(band)
development-1405	Traynor was married to two performers from the ``Golden Age of Porn'', from 1971 to 1974 to Lovelace (whose real name was Linda Susan Boreman) of Deep Throat fame and from 1975 to 1985 to Behind the Green Door's Marilyn Chambers, whom he also managed. In a 1980 article in Ms. magazine, ``The Real Linda Lovelace'', Gloria Steinem discussed Traynor and Lovelace's relationship. Steinem stated that ``the myth that Lovelace loved to be sexually used and humiliated was created by her husband'' and that he kept her as his prisoner.	her	479	Steinem	378	FALSE	Lovelace	414	TRUE	http://en.wikipedia.org/wiki/Chuck_Traynor
test-158	Eli begins moving political donors away from Peter noting that it was Alicia all along who has real political potential even after a failed State's Attorney position. Peter is offered and takes a 1-year probationary deal, with no jail time, but a requirement to resign from office as Governor. At his press conference, Alicia thinks she sees Jason waiting for her in a hallway and as soon the press conference finishes, walks off immediately leaving Peter behind.	his	297	Jason	342	FALSE	Peter	450	TRUE	http://en.wikipedia.org/wiki/The_Good_Wife
development-1184	Walsmear's only reason for proving to himself that the fairies were real, was to assuage his conscience -- to convince himself that she died as a result of seeing fairies, as opposed to her committing suicide from guilt as a result of her having an affair with Walsmear. Castle's interest in the fairies, by this time, was purely self-serving; he fancied he had made an amazing discovery in the garden and prepared to take some photographs of the garden at night, using special lighting techniques. On his way to the garden the next night, however, Castle once again ran into Paolo and Shorty, whom Walsmear hired to steal the photographs from the Templeton house.	his	502	Paolo	576	FALSE	Walsmear	599	FALSE	http://en.wikipedia.org/wiki/Photographing_Fairies_(novel)
test-1139	Lancelot, at the end of his own life, will be buried next to Galehaut in the magnificent tomb that the younger man had built to consecrate and eternalize their companionship. Since the early thirteenth century, there have been numerous retellings, in various languages, of the life and loves and chivalric career of Lancelot. The story of his adulterous liaison with Guinevere has always been part of every significant account of King Arthur.	his	339	Lancelot	316	TRUE	King Arthur	430	FALSE	http://en.wikipedia.org/wiki/Galehaut
development-1896	Olga Preobrajenskaya costumed for act III as the Goddess Venus. The Sc*ne dansante: Le coquetterie devant le miroir from act II/scene 1. Pictured, from left to right, is Pierina Legnani as Ysaure de Renoualle (with back turned), Claudia Kulichevskaya as her friend, Sergei Legat as Arthur, and Olga Preobrajenskaya as Anne de Renoualle.	her	254	Pierina Legnani	170	TRUE	Claudia Kulichevskaya	229	FALSE	http://en.wikipedia.org/wiki/Bluebeard_(ballet)
test-1590	Lady Bridget Manners (died 24 July 1604) was the daughter of John Manners, 4th Earl of Rutland and his wife Elizabeth Charlton, Countess of Rutland. She went to court at the age of thirteen to be one of Queen Elizabeth I's maids of honour. Bridget Hussey, Countess of Bedford, the wife of Henry Manners, 2nd Earl of Rutland (Bridget Manners' grandfather), was so charmed with Bridget that she decided to sponsor her despite her deficient education.	she	389	Bedford	268	FALSE	Bridget	376	FALSE	http://en.wikipedia.org/wiki/Lady_Bridget_Manners
development-381	The album, Aviation, was officially released in April 2014. In late 2014 Justin Tranter commenced a songwriting partnership with Julia Michaels which resulted in 4 top 40 hits in 2015 for artists Justin Bieber, Selena Gomez, Gwen Stefani and Hailee Steinfeld. A New York Post article about this refers to his previous occupation as being ``in a failed rock band''.	his	305	Justin Tranter	73	TRUE	Justin Bieber	196	FALSE	http://en.wikipedia.org/wiki/Semi_Precious_Weapons
development-905	After the First World War Lambrecht moved from occupied Aachen to Bad Honnef, where she founded a literary and musical society. She published many novels and short stories, the last, in 1936, a novel which contained some concessions to Nazi ideology. She died in 1942, the year she retired. After the release of her collection of short stories ``What Happened in the Fens ...'' (1904) and the Eifel novel The House in the Moor (1906), literature reviews described Lambrecht as ``Catholic Viebig'', after German author Clara Viebig.	her	312	Lambrecht	464	TRUE	Clara Viebig	518	FALSE	http://en.wikipedia.org/wiki/Nanny_Lambrecht
test-712	These writing reflected on Cuneo's own experiences in the NFL, as well as his friendship with Pro Football Hall of Famer, Benny Friedman. According to Neal Gabler, from the mid-1930s on, Cuneo not only acted as a liaison between Franklin Roosevelt and Walter Winchell, but he frequently wrote long political items for the Winchell column. After acquiring his law degree, Cuneo became law secretary to Fiorello LaGuardia, who was then a congressman representing New York.	his	355	Cuneo	371	TRUE	Fiorello LaGuardia	401	FALSE	http://en.wikipedia.org/wiki/Ernest_Cuneo
test-173	Michael Smith is a second generation professional wrestler, his father is former wrestler Grizzly Smith. His siblings were also wrestlers; his half-brother is Jake ``The Snake'' Roberts, and his younger sister is Rockin' Robin. Before his departure from the NWA, Smith had begun dating Tully Blanchard's valet Nickla Roberts, better known by the name Baby Doll.	his	235	Smith	263	TRUE	Tully Blanchard	286	FALSE	http://en.wikipedia.org/wiki/Michael_Smith_(wrestler)
test-1231	Lingford's following project, Pleasures of War, of the same year, moved against ``the 'plastic' gloss-orientation of much computer-generated imagery''. Perhaps due to the success of Silence, she approached novelist and Christian theologian Sara Maitland, who Lingford remembered for her short story ``The Swallow and the Nightingale'' (from her Far North and Other Dark Tales collection).	her	283	Sara Maitland	240	TRUE	Lingford	259	FALSE	http://en.wikipedia.org/wiki/Ruth_Lingford
development-15	Twenty years ago, Lorenzo Uribe discovered true love with Maria Herrera and began a romance. Lorenzo was rich, married, and had a young son: Lautaro. Maria was poor and unknown to Lorenzo, had a daughter called Renata. Maria's mother, Gracia, wanted her daughter to catch this rich man at all costs and convinced her that pregnancy would assure this.	her	250	Maria	219	TRUE	Gracia	235	FALSE	http://en.wikipedia.org/wiki/Malparida
development-1007	Arulnithi as Tamizh Bindu Madhavi as Malar Ashrita Shetty as Isabella Bagavathi Perumal as Ramanujam Esakki Nassar as Hippy Lahiri M S Bhaskar V S Raghavan Delhi Ganesh Ravi Raghavendra Jayaprakash as Subhash Aadukalam Naren as Narasimhan Manobala as Chettan Karthik Sabesh as Isaac Pandu Crane Manohar as Vatti Scissor Manohar as Suddaley Mohan V Raman as Kundizhakesi Sriranjini as Ponnamma Aruldoss Abhyudaya Gupta as Dr Navneet George as Michael Azhagusundaram Jasper After the release of his previous directorial Irumbu Kottai Murattu Singam, Chimbudevan announced that his next film will be titled as Mareesan with Dhanush playing lead role but due to budget problems the project got shelved.	his	493	Crane Manohar	289	FALSE	Michael Azhagusundaram Jasper	442	FALSE	http://en.wikipedia.org/wiki/Oru_Kanniyum_Moonu_Kalavaanikalum
development-139	The film was on the ``Best Films'' list of over 20 national critics and was nominated for a Spirit Award for Best Screenplay by Savoca and Guay. Savoca cast many favorite New York City actors for the film which was shot in DeLaurentis/Carolco (now EUE Screen Gems) Studios in Wilmington, North Carolina. The film reunited Lili Taylor with Savoca, with whom she'd previously worked on Dogfight, and Vincent D'Onofrio, with whom she'd appeared in 1988's Mystic Pizza.	she	357	Lili Taylor	322	TRUE	Savoca	339	FALSE	http://en.wikipedia.org/wiki/Household_Saints
validation-79	Chernow has worked extensively in the mediums of lithography, silkscreen, etching, and colored pencil. She currently resides in Westport, Connecticut, and serves her community through the arts. Born to Mollie Citrin and Edward Levy, Chernow was the oldest of three girls. Her mother was an amateur singer and her father was a performing violinist, so she and her sisters received music and art lessons as children;	Her	272	Mollie Citrin	202	FALSE	Chernow	233	TRUE	http://en.wikipedia.org/wiki/Ann_Chernow
test-142	When Gannibal found out that she had been unfaithful to him, he had her arrested and thrown into prison, where she spent eleven years. Gannibal began living with another woman, Christina Regina Si*berg (1705--81), daughter of Mattias Johan Si*berg and wife Christina Elisabeth d'Albedyll, and married her bigamously in Reval (now Tallinn, Estonia), in 1736, a year after the birth of their first child and while he was still lawfully married to his first wife.	her	301	Christina Regina Si*berg	177	TRUE	Christina Elisabeth d'Albedyll	257	FALSE	http://en.wikipedia.org/wiki/Abram_Petrovich_Gannibal
development-1985	It was reported in December 2009 that Biddall and Ben Freeman had got engaged after enjoying a whirlwind 8 month romance. and on 10 September 2010 Jennifer married Ben Freeman at The Manor House Hotel, Castle Combe. Biddall's former Hollyoaks cast-mate Zoe Lister (Zoe Carpenter) was her bridesmaid.	her	284	Biddall	216	TRUE	Zoe Lister	253	FALSE	http://en.wikipedia.org/wiki/Jennifer_Biddall
development-652	In 1987, Alison Krauss asked Brown to join her band, Union Station. Brown spent three years with Krauss. In 1990, she moved to Tennessee, and was named International Bluegrass Music Association Banjo Player of the Year in 1991.	she	114	Brown	68	TRUE	Krauss	97	FALSE	http://en.wikipedia.org/wiki/Alison_Brown
validation-293	Neef took an individual silver medal at the 1994 European Cup behind Russia's Svetlana Goncharenko and returned the following year to win gold. She was a finalist individually at the 1994 European Championships and came sixth for Scotland at the 1994 Commonwealth Games.	She	144	Neef	0	TRUE	Svetlana Goncharenko	78	FALSE	http://en.wikipedia.org/wiki/Melanie_Neef
development-149	As described by Brittany Spanos of Rolling Stone, ``The video opens on an art gallery filled with photos of Bieber's silhouette before shifting to the singer offering an emotional delivery of the track in a dark room. Bieber eventually becomes covered in animated paint, drawings and caricatures. Back in the gallery, Jack * fans are providing the illustrations that are appearing over or surrounding Bieber's body as he sings and dances to the track.''	he	418	Jack *	318	FALSE	Bieber	401	TRUE	http://en.wikipedia.org/wiki/Where_Are_%C3%9C_Now
development-1401	``She was a completely unique artist, with a unique sound and a unique career,'' Hough said. On 27 September 2009 Peter Oundjian and the Toronto Symphony Orchestra dedicated their performance of the Brahms 2nd Symphony to Alicia de Larrocha. On 3 December 2009, pianist Sonya Bach, in collaboration with the Honorary Consulate of Spain in Switzerland, dedicated a solo recital titled ``Remembering Alicia de Larrocha'' at Cultural Center Spazio Aperto, Bellinzona, in memory of her late mentor.	her	478	Sonya Bach	270	TRUE	Alicia de Larrocha	398	FALSE	http://en.wikipedia.org/wiki/Alicia_de_Larrocha
development-1390	Her divorce settlement from Maugham was their house at 213 King's Road, fully furnished, a Rolls-Royce, and 2,400 pounds a year for her and 600 pounds a year for Liza. In his 1962 memoir Looking Back Maugham virulently criticised his former wife, which caused a public outcry. After Maugham's death in 1965 Beverley Nichols, a former lover of Maugham's and a close friend of Syrie's, wrote in rebuttal a defence of her called A Case of Human Bondage (1966).	her	415	Beverley Nichols	307	TRUE	Maugham	343	FALSE	http://en.wikipedia.org/wiki/Syrie_Maugham
development-334	Fanning's voice was heard in Rise, a documentary film commissioned by U. S. Figure Skating to mark the fiftieth anniversary of the crash of Sabena Flight 548 which resulted in the loss of the entire American team and subsequent cancellation of the 1961 World Figure Skating Championships. She read a poem read by national champion Laurence Owen (who died in the crash) that was said to be an eerie premonition of the afterlife. Dakota Fanning will play Princess Margaret in the upcoming film Girls' Night Out. She will play Annie James in ``The Motel Life'' in February.	She	510	Dakota Fanning	428	TRUE	Princess Margaret	453	FALSE	http://en.wikipedia.org/wiki/Dakota_Fanning
development-1714	During a day at Vanderpump's house, Richards is taken aback by Rinna's opinion on Foster's health which leaves her Googling what exactly the word means. Richards continues to be devastated by ongoing news about Kim. While in the Hamptons, Richard's opens her pop-up shop and hosts a book singing for Frankel. During her BBQ, Richards' discusses with Vanderpump about Foster's previous claim that her children also have Lyme Disease.	her	316	Frankel	300	FALSE	Richards	325	TRUE	http://en.wikipedia.org/wiki/The_Real_Housewives_of_Beverly_Hills_(season_6)
development-1126	Empress Sasaban (c.1300's) in oral tradition recounted by Nick Joaquin and Leonardo Vivencio, a ``lady of Namayan'' who went to the Madjapahit court to marry Emperor Soledan, eventually giving birth to Balagtas, who then returned to Namayan/Pasig in 1300. Dayang Kalangitan (r. 1450--ca. 1515) is the only recorded Dayang or queen regnant of the pre-Hispanic Philippine kingdoms of Tondo and Namayan. The eldest daughter of Rajah Gambang and co-regent with her husband, Rajah Lontok, she is considered one of the most powerful rulers in the kingdom's history.	her	457	Dayang Kalangitan	256	TRUE	Dayang	315	FALSE	http://en.wikipedia.org/wiki/Women_in_the_Philippines
development-1824	In 1980 the provincial government building in Happy Valley-Goose Bay was named after her. A song Woman Of Labrador was written by Andy Vine in 2005. A play, ``Woman of Labrador; The Elizabeth Goudie Story'', starring Sherry Smith, was made from her book.	her	245	Elizabeth Goudie	182	TRUE	Sherry Smith	217	FALSE	http://en.wikipedia.org/wiki/Elizabeth_Goudie
validation-281	Charles later went on to reveal that Lloyd is the one who regrets it the most as he is very wry of upsetting both Liz and Steve (Simon Gregson). Lloyd and Liz are caught out the next morning by Steve and Michelle (Kym Marsh). Asked how Steve react to the news that Lloyd has slept with his mum, Charles replied: ``Steve is horrified but Liz insists to Steve they have done nothing wrong and that they have a future together.	his	286	Charles	295	FALSE	Steve	314	TRUE	http://en.wikipedia.org/wiki/Liz_McDonald
test-1706	Catherine Tresa (born 10 September 1989) is an Indian film actress and model who appears mainly in Telugu, Tamil, Malayalam, and Kannada films. Catherine was born to Malayali Frank Mario Alexander and Tresa Alexander in Dubai. She said, ``I don't speak fluent Malayalam, it's mostly English that we speak at home.	She	227	Catherine	144	TRUE	Tresa Alexander	201	FALSE	http://en.wikipedia.org/wiki/Catherine_Tresa
test-924	Clea revealed to the inhabitants of the Dark Dimension that her mother didn't care for her subjects at all and was willing to endanger them to defeat Clea. The population became convinced that Clea should be the ruler and the ``Flames of Regency'' appeared on Clea's head. The Flames of Regency made Clea powerful enough to defeat and banish Umar and her father Orini from the Dark Dimension, and Clea took the throne of the Dark Dimension.	her	351	Clea	300	FALSE	Umar	342	TRUE	http://en.wikipedia.org/wiki/Clea
development-73	Pinter wrote The Room over two or four days in 1957, depending on the account, at the suggestion of his friend Henry Woolf for his production as part of a postgraduate program in directing at the University of Bristol, Bristol, England. In their published interviews, Pinter and Woolf vary in describing how many days Pinter took to write The Room. According to Billington, in his official biography Harold Pinter, Woolf asked Pinter to write the play in a letter that Pinter received in the autumn of 1956, when he ``was newly married'' to actress Vivien Merchant ``and in the middle of a season at Torquay''; ``(Pinter) replied that he couldn't possibly deliver anything in under six months.	his	377	Woolf	279	FALSE	Pinter	318	TRUE	http://en.wikipedia.org/wiki/The_Room_(play)
validation-245	Timmy Nelson Timmy Nelson is the younger brother of Bonnie Nelson and the son of Mrs. Nelson. Kathleen Hamilton (Natalie Terry) - Kathleen Hamilton is a competitor in the talent contests, barely interacting with Bonnie and ridiculing Georgie. Bonnie loses to Kathleen, despite the audience reaction. Bonnie tries to get along with Kathleen because she believes hating Kathleen will not help her win the contests.	she	348	Bonnie	300	TRUE	Kathleen	331	FALSE	http://en.wikipedia.org/wiki/Rigoletto_(film)
development-672	He sustained a cruciate knee ligament injury in a match against Wigan Athletic, which kept him out for six months. He made his comeback from injury in November 2007. After Sunderland returned to the Premiership Whitehead found himself playing as a right back, although this was ended when manager Roy Keane signed right backs Phil Bardsley and Pascal Chimbonda for Sunderland, allowing Whitehead to move back into central midfield. He left Sunderland in August 2009 after making 200 appearances for the Black Cats.	He	432	Pascal Chimbonda	344	FALSE	Whitehead	386	TRUE	http://en.wikipedia.org/wiki/Dean_Whitehead
test-798	In 1997--98, Easton was more of a first team regular, featuring in thirty-five matches, with notable firsts including playing in a UEFA Cup match and scoring his first goal in the League Cup semi-final win over Aberdeen. The following season, Easton continued to play in the majority of matches and repeated this trend over the next few seasons. In 2003--04, Easton played fewer games, with manager Ian McCall -- in his first full season as United manager -- demoting his squad number from 7 to 18.	his	416	Easton	359	FALSE	Ian McCall	399	TRUE	http://en.wikipedia.org/wiki/Craig_Easton
test-185	She then went on to study accounting at the University of Alaska and simultaneously worked at Wien Alaska Airlines to pay her way through school. On 29 October 1954, she married Hugh Fate, Jr., who would become a dentist and Native Americans rights activist. The couple had three daughters, Janine, Jennifer and Julie. After her marriage, Fate returned to work at Wien Alaska Airlines.	her	325	Julie	312	FALSE	Fate	339	TRUE	http://en.wikipedia.org/wiki/Mary_Jane_Fate
test-843	Zoe arrived in the village a month after her father, Frank (Norman Bowler), stepmother Kim (Claire King) and brother Chris (Peter Amory) moved into Home Farm. Chris and Zoe's mother, Jean, died of cancer. In his book, 30 Years of Emmerdale, Lance Parkin described Zoe as ``charitable and reasonable compared with the other Tates''.	his	208	Chris	159	FALSE	Lance Parkin	241	TRUE	http://en.wikipedia.org/wiki/Zoe_Tate
development-1341	Malcolm Mitchell Young (born 6 January 1953) is a retired Australian musician and songwriter, best known as a co-founder, rhythm guitarist, backing vocalist and songwriter for the hard rock band AC/DC. Except for a brief absence in 1988, he was with the band from its November 1973 beginning until retiring permanently in 2014, due to health reasons. Young and the other members of AC/DC were inducted into the Rock and Roll Hall of Fame in 2003. Though his younger brother Angus is the more visible of the brothers, Malcolm has been described as the driving force and the leader of the band.	his	454	Angus	474	FALSE	Malcolm	517	TRUE	http://en.wikipedia.org/wiki/Malcolm_Young
development-596	While she is about to go and give her resignation letter, Sitara asks her about her father and Barkha tells her that he left to the United States for some kind of military training and never heard from him again. Raaj and Salma come to pay a visit to Sitara while Barkha has gone to give her resignation from her post.	her	288	Sitara	251	FALSE	Barkha	264	TRUE	http://en.wikipedia.org/wiki/Dil_Aashna_Hai
development-1363	He said: ``I seriously contemplated asking her to marry me, but in the end I realised that I didn't love her quite enough to commit the rest of my life to her.'' In 1986, after Barker's romance with Richard had ended and she began a brief relationship with tennis player Stephen Shaw, Richard said that he was still a friend of Barker.	he	303	Stephen Shaw	271	FALSE	Richard	285	TRUE	http://en.wikipedia.org/wiki/Sue_Barker
test-900	Grace Ruiz starred in The Chase (BBC 2006) as Daisy Williams. She is the daughter of Yvonne Francas, who is the sister of Gaynor Faye, meaning that Grace plays her real life Auntie's daughter in BBC1 drama The Chase.	She	62	Grace Ruiz	0	TRUE	Daisy Williams	46	FALSE	http://en.wikipedia.org/wiki/Grace_Ruiz
test-1252	``Amin'' (Greek: ****; English: Amen) is a rare single released by Greek pop singer Anna Vissi in 1995. The single featured ``Amin'' which later appeared on the repackaged edition of her popular album Re!, as well as the track ``Eleni'', which Anna Vissi dedicated to her fan Eleni Karkanta.	her	268	Eleni	229	FALSE	Anna Vissi	244	TRUE	http://en.wikipedia.org/wiki/Amin_(song)
validation-65	Edith Thompson was born Edith Jessie Graydon on 25 December 1893, at 97 Norfolk Road in Dalston, London, the first of the five children of William Eustace Graydon (1867--1941), a clerk with the Imperial Tobacco Company, and his wife Ethel Jessie Liles (1872--1938), the daughter of a police constable. During her childhood Edith was a happy, talented girl who excelled at dancing and acting, and was academically bright, with natural ability in arithmetic.	her	309	Edith Jessie Graydon	24	TRUE	Ethel Jessie Liles	233	FALSE	http://en.wikipedia.org/wiki/Edith_Thompson_and_Frederick_Bywaters
test-1589	He arrives at the brothel with gifts and presents for them and after hearing about their plight, he assures them of help by stating that he would be going to Delhi soon and discuss the matter there. However, he demands to spend the night with young Shabnam (Mishti Chakraborty), who had recently joined the brothel as a mental wreck after abuse. Begum Jaan reluctantly forces Shabnam to sleep with Raja Saab while she sings in the sidelines as he enjoys his night.	she	414	Begum Jaan	346	TRUE	Shabnam	376	FALSE	http://en.wikipedia.org/wiki/Begum_Jaan
test-40	Austin Jermaine Wiley (born January 8, 1999) is an American basketball player. He currently plays for the Auburn Tigers in the Southeastern Conference. Wiley attended Spain Park High School in Hoover, Alabama, where he averaged 27.1 points, 12.7 rebounds and 2.9 blocked shots as a junior in 2015-16, before moving to Florida, where he went to Calusa Preparatory School in Miami, Florida, while playing basketball at The Conrad Academy in Orlando.	he	216	Wiley	152	TRUE	Hoover	193	FALSE	http://en.wikipedia.org/wiki/Austin_Wiley
test-1418	Mania.com's Julie Rosato comments the manga for its ``juxtaposition of the themes of the TV show and the actions of the people who play the characters, because it's trying to ask us to determine what makes a hero and what a villain '' and just who is which when the cameras stop rolling``. Coolstreak Comics' Leroy Douresseaux comments on the author's artwork, saying ''she's also able to draw skinny, pretty boys (with long, wavy hair) that honestly look masculine, even Masaki Minami when he's getting (essentially) raped!	he	491	Leroy Douresseaux	309	FALSE	Masaki Minami	472	TRUE	http://en.wikipedia.org/wiki/Hero_Heel
development-1604	I'm frightened of you because you're the past.'' Act four is set in 1995, and is set backstage, in a dressing room of a small West end theater. A young actor, Toby, comes in, speaking with Esme about the play as she begins to ready for the next show. When he leaves to get Esme a cappuccino, Dominic wanders into the dressing room.	he	256	Toby	159	TRUE	Dominic	292	FALSE	http://en.wikipedia.org/wiki/Amy's_View
test-1620	Austen's niece, Catherine Hubback, completed The Watsons and published it under the title The Younger Sister in the mid-19th century. The Watsons is a completion by L. Oulton published in 1923 by D. Appleton and Company. The Watsons, by Jane Austen. Completed in accordance with her intentions by Edith and Francis Brown. was published by E.	her	279	Jane Austen	237	TRUE	Edith	297	FALSE	http://en.wikipedia.org/wiki/The_Watsons
test-1865	On 25 October 2008, she fell from her horse, Tsunami II, at the 15th fence of a cross-country event at Pau, France, and broke her right collarbone. The horse had broken its neck after it had tipped over the hedge and so had to be put down. As the eldest granddaughter of Queen Elizabeth II, Phillips supports many charitable causes. In 2003, she and Princess Anne took part in the first UK double ship-naming ceremony in Southampton.	she	342	Queen Elizabeth II	271	FALSE	Phillips	291	TRUE	http://en.wikipedia.org/wiki/Zara_Phillips
test-1276	They became friends, and had lengthy philosophical conversations. Rand's discussions with Hospers contributed to her decision to write nonfiction. Hospers read Atlas Shrugged (1957), which he considered an aesthetic triumph. Although Hospers became convinced of the validity of Rand's moral and political views, he disagreed with her about issues of epistemology, the subject of their extensive correspondence.	he	312	Hospers	234	TRUE	Rand	278	FALSE	http://en.wikipedia.org/wiki/John_Hospers
test-3	Though his emigration from the country has affected his leadership status, Kamel is still a respected elder of the clan. After the fall of Hussien's regime, many considered Dr. Ali Aladhadh a candidate to lead the clan. A contributor to Iraq's liberation, Ali Aladhadh and a long time oppose to Saddam's regime. He was ambushed with his pregnant wife on his way to the hospital in 2006 by Iraqi insurgents.	He	312	Ali Aladhadh	256	TRUE	Saddam	295	FALSE	http://en.wikipedia.org/wiki/Aladhadh
development-246	He brings her to his small hometown, where she is not exactly greeted with open arms. Hubbell's overbearing mother, Fanny, is appalled by the news of their marriage and frowns upon the idea of Michelle's moving in with them. Fanny hosts a wedding reception, where Michelle interacts with the colorful locals, who all seem to despise her.	her	333	Fanny	225	FALSE	Michelle	264	TRUE	http://en.wikipedia.org/wiki/Bunheads
development-779	Not only was it the first scholarly edition of Austen's works, it was also the first scholarly edition of any English novelist. The Chapman text has remained the basis for all subsequent published editions of Austen's works. With the publication in 1939 of Mary Lascelles's Jane Austen and Her Art, the academic study of Austen took hold.	Her	290	Mary Lascelles	257	TRUE	Jane Austen	274	FALSE	http://en.wikipedia.org/wiki/Jane_Austen
